bin_center_ns,count
1.069,409.0
1.071,375.0
1.073,362.0
1.075,402.0
1.077,380.0
1.079,374.0
1.081,404.0
1.083,376.0
1.085,374.0
1.087,380.0
1.089,372.0
1.091,391.0
1.093,379.0
1.095,385.0
1.097,378.0
1.099,389.0
1.101,389.0
1.103,409.0
1.105,384.0
1.107,360.0
1.109,333.0
1.111,388.0
1.113,381.0
1.115,375.0
1.117,397.0
1.119,368.0
1.121,340.0
1.123,394.0
1.125,361.0
1.127,379.0
1.129,397.0
1.131,392.0
1.133,363.0
1.135,396.0
1.137,352.0
1.139,362.0
1.141,384.0
1.143,407.0
1.145,348.0
1.147,357.0
1.149,359.0
1.151,351.0
1.153,393.0
1.1549999999999998,363.0
1.1569999999999998,383.0
1.1589999999999998,379.0
1.1609999999999998,387.0
1.1629999999999998,375.0
1.1649999999999998,365.0
1.1669999999999998,331.0
1.1689999999999998,386.0
1.1709999999999998,350.0
1.1729999999999998,368.0
1.1749999999999998,383.0
1.1769999999999998,354.0
1.1789999999999998,405.0
1.1809999999999998,368.0
1.1829999999999998,369.0
1.1849999999999998,367.0
1.1869999999999998,381.0
1.1889999999999998,336.0
1.1909999999999998,379.0
1.1929999999999998,347.0
1.1949999999999998,368.0
1.1969999999999998,365.0
1.1989999999999998,387.0
1.2009999999999998,392.0
1.2029999999999998,374.0
1.2049999999999998,382.0
1.2069999999999999,353.0
1.2089999999999999,372.0
1.2109999999999999,381.0
1.2129999999999999,369.0
1.2149999999999999,372.0
1.2169999999999999,382.0
1.2189999999999999,387.0
1.2209999999999999,382.0
1.2229999999999999,323.0
1.2249999999999999,376.0
1.2269999999999999,372.0
1.2289999999999999,360.0
1.2309999999999999,335.0
1.2329999999999999,379.0
1.2349999999999999,380.0
1.2369999999999999,374.0
1.2389999999999999,368.0
1.2409999999999999,401.0
1.2429999999999999,370.0
1.2449999999999999,370.0
1.2469999999999999,371.0
1.2489999999999999,336.0
1.251,358.0
1.253,374.0
1.255,372.0
1.257,367.0
1.259,378.0
1.261,429.0
1.263,364.0
1.265,362.0
1.267,368.0
1.269,370.0
1.271,375.0
1.273,351.0
1.275,316.0
1.277,369.0
1.279,345.0
1.281,374.0
1.283,314.0
1.285,380.0
1.287,386.0
1.289,369.0
1.291,368.0
1.293,332.0
1.295,317.0
1.297,358.0
1.299,344.0
1.301,351.0
1.303,372.0
1.305,365.0
1.307,383.0
1.309,324.0
1.311,346.0
1.313,342.0
1.315,348.0
1.317,377.0
1.319,352.0
1.321,339.0
1.323,332.0
1.325,371.0
1.327,339.0
1.329,359.0
1.331,346.0
1.333,358.0
1.335,358.0
1.337,345.0
1.339,351.0
1.341,351.0
1.343,346.0
1.345,361.0
1.347,364.0
1.349,354.0
1.351,358.0
1.353,352.0
1.355,325.0
1.357,349.0
1.359,335.0
1.361,343.0
1.363,308.0
1.365,347.0
1.367,355.0
1.369,327.0
1.371,338.0
1.373,329.0
1.375,354.0
1.377,347.0
1.379,360.0
1.381,345.0
1.383,337.0
1.385,347.0
1.387,326.0
1.389,351.0
1.391,359.0
1.393,351.0
1.395,358.0
1.397,296.0
1.399,327.0
1.401,328.0
1.403,295.0
1.405,347.0
1.407,316.0
1.4089999999999998,351.0
1.4109999999999998,349.0
1.4129999999999998,330.0
1.4149999999999998,345.0
1.4169999999999998,350.0
1.4189999999999998,316.0
1.4209999999999998,346.0
1.4229999999999998,339.0
1.4249999999999998,313.0
1.4269999999999998,336.0
1.4289999999999998,338.0
1.4309999999999998,343.0
1.4329999999999998,341.0
1.4349999999999998,321.0
1.4369999999999998,342.0
1.4389999999999998,314.0
1.4409999999999998,328.0
1.4429999999999998,313.0
1.4449999999999998,365.0
1.4469999999999998,317.0
1.4489999999999998,337.0
1.4509999999999998,328.0
1.4529999999999998,349.0
1.4549999999999998,316.0
1.4569999999999999,334.0
1.4589999999999999,331.0
1.4609999999999999,319.0
1.4629999999999999,315.0
1.4649999999999999,356.0
1.4669999999999999,332.0
1.4689999999999999,311.0
1.4709999999999999,325.0
1.4729999999999999,305.0
1.4749999999999999,318.0
1.4769999999999999,353.0
1.4789999999999999,362.0
1.4809999999999999,333.0
1.4829999999999999,337.0
1.4849999999999999,321.0
1.4869999999999999,346.0
1.4889999999999999,333.0
1.4909999999999999,304.0
1.4929999999999999,362.0
1.4949999999999999,314.0
1.4969999999999999,292.0
1.4989999999999999,371.0
1.501,288.0
1.503,331.0
1.505,340.0
1.507,336.0
1.509,335.0
1.511,343.0
1.513,309.0
