pair_name,id1,id2,separation_mm,pearson_r_all,pearson_r_both_gt0,n_events,n_events_both_gt0
pair_A_49_52,49,52,64,-0.36752523421418315,-0.36752523421418315,6000,6000
pair_B_50_51,50,51,24,0.8805371517056524,0.8805371517056524,6000,6000
pair_C_47_49,47,49,40,0.8949165928776266,0.8949165928776266,6000,6000
