x_mm,y_mm,z_mm,time_ns,global_id,face_type
-699.5,-4.357146739959717,-2.7002370357513428,3.3519318103790283,3,0
-699.5,-9.052734375,-2.5822677612304688,4.720624923706055,2,0
-699.5,-25.26466941833496,-1.100880742073059,4.955562114715576,0,0
-699.5,28.128498077392578,-1.0894653797149658,4.507375717163086,7,0
-699.5,-26.007949829101562,0.8278963565826416,2.9532322883605957,0,0
-699.5,28.621530532836914,-2.4533722400665283,4.798370838165283,7,0
699.5,0.8333994746208191,-2.4292659759521484,3.9149491786956787,12,1
699.5,-11.390986442565918,2.0349881649017334,3.495002031326294,10,1
699.5737915039062,-24.004911422729492,3.0,7.306204319000244,8,1
-699.5,6.549412727355957,1.8139946460723877,4.443537712097168,4,0
699.5,-4.112581253051758,-1.284725308418274,3.9783642292022705,11,1
699.5,-2.2407615184783936,-2.915146589279175,9.696390151977539,11,1
699.5,-12.362049102783203,2.9498956203460693,6.866386890411377,10,1
-699.5,13.693634986877441,0.40995272994041443,5.974312782287598,5,0
699.5,-28.672042846679688,-0.24776092171669006,5.216470241546631,8,1
-699.5,-12.280460357666016,0.1782331019639969,3.6582672595977783,2,0
-699.5,-8.635703086853027,0.35437166690826416,3.445256471633911,2,0
699.5,26.073392868041992,-1.1793092489242554,3.4145798683166504,15,1
699.5,-6.58071231842041,-1.194628357887268,5.647665500640869,11,1
699.5,2.053006410598755,2.4216084480285645,4.888824939727783,12,1
-699.5,23.82740020751953,0.051151346415281296,4.3236002922058105,7,0
-699.5,16.16075897216797,0.777779221534729,5.37626838684082,6,0
-699.5,23.74563980102539,2.2338271141052246,4.110956192016602,7,0
699.5,-9.238204956054688,-0.8361864686012268,3.330392360687256,10,1
699.5,-18.210168838500977,1.4925625324249268,4.0384931564331055,9,1
699.5,24.289539337158203,-2.376317262649536,4.443241119384766,15,1
699.5510864257812,-6.75,-2.1647467613220215,3.710745334625244,11,1
699.5,-13.435894966125488,2.981921911239624,3.7768208980560303,10,1
-699.5,17.32846450805664,2.8171746730804443,4.439504623413086,6,0
699.5,27.976818084716797,0.09673963487148285,3.8012402057647705,15,1
-699.5,-25.815677642822266,2.665982484817505,4.006294250488281,0,0
-699.5,-19.95594024658203,1.834220051765442,6.1258673667907715,1,0
-699.5169677734375,-19.894092559814453,3.0,7.546575546264648,1,0
-699.5,-5.118349552154541,-2.2964980602264404,5.906043529510498,3,0
