bin_center_ns,count
1.1849999999999998,355.0
1.1869999999999998,412.0
1.1889999999999998,385.0
1.1909999999999998,382.0
1.1929999999999998,360.0
1.1949999999999998,361.0
1.1969999999999998,364.0
1.1989999999999998,369.0
1.2009999999999998,351.0
1.2029999999999998,365.0
1.2049999999999998,364.0
1.2069999999999999,390.0
1.2089999999999999,346.0
1.2109999999999999,360.0
1.2129999999999999,353.0
1.2149999999999999,345.0
1.2169999999999999,347.0
1.2189999999999999,396.0
1.2209999999999999,343.0
1.2229999999999999,378.0
1.2249999999999999,351.0
1.2269999999999999,385.0
1.2289999999999999,357.0
1.2309999999999999,375.0
1.2329999999999999,402.0
1.2349999999999999,380.0
1.2369999999999999,348.0
1.2389999999999999,359.0
1.2409999999999999,410.0
1.2429999999999999,410.0
1.2449999999999999,384.0
1.2469999999999999,430.0
1.2489999999999999,390.0
1.251,409.0
1.253,378.0
1.255,356.0
1.257,341.0
1.259,346.0
1.261,363.0
1.263,348.0
1.265,400.0
1.267,362.0
1.269,387.0
1.271,374.0
1.273,350.0
1.275,359.0
1.277,365.0
1.279,364.0
1.281,414.0
1.283,372.0
1.285,355.0
1.287,371.0
1.289,357.0
1.291,377.0
1.293,352.0
1.295,356.0
1.297,376.0
1.299,329.0
1.301,387.0
1.303,384.0
1.305,400.0
1.307,396.0
1.309,402.0
1.311,347.0
1.313,366.0
1.315,377.0
1.317,383.0
1.319,375.0
1.321,363.0
1.323,370.0
1.325,353.0
1.327,373.0
1.329,331.0
1.331,362.0
1.333,382.0
1.335,391.0
1.337,377.0
1.339,348.0
1.341,401.0
1.343,359.0
1.345,377.0
1.347,326.0
1.349,367.0
1.351,349.0
1.353,359.0
1.355,357.0
1.357,372.0
1.359,364.0
1.361,394.0
1.363,372.0
1.365,365.0
1.367,385.0
1.369,362.0
1.371,375.0
1.373,394.0
1.375,359.0
1.377,383.0
1.379,365.0
1.381,376.0
1.383,386.0
1.385,340.0
1.387,383.0
1.389,375.0
1.391,363.0
1.393,347.0
1.395,425.0
1.397,380.0
1.399,342.0
1.401,386.0
1.403,372.0
1.405,369.0
1.407,384.0
1.4089999999999998,370.0
1.4109999999999998,343.0
1.4129999999999998,352.0
1.4149999999999998,376.0
1.4169999999999998,374.0
1.4189999999999998,422.0
1.4209999999999998,379.0
1.4229999999999998,376.0
1.4249999999999998,379.0
1.4269999999999998,380.0
1.4289999999999998,366.0
1.4309999999999998,372.0
1.4329999999999998,392.0
1.4349999999999998,358.0
1.4369999999999998,349.0
1.4389999999999998,332.0
1.4409999999999998,363.0
1.4429999999999998,368.0
1.4449999999999998,353.0
1.4469999999999998,355.0
1.4489999999999998,376.0
1.4509999999999998,359.0
1.4529999999999998,364.0
1.4549999999999998,359.0
1.4569999999999999,371.0
1.4589999999999999,357.0
1.4609999999999999,373.0
1.4629999999999999,357.0
1.4649999999999999,395.0
1.4669999999999999,342.0
1.4689999999999999,366.0
1.4709999999999999,346.0
1.4729999999999999,363.0
1.4749999999999999,345.0
1.4769999999999999,355.0
1.4789999999999999,345.0
1.4809999999999999,331.0
1.4829999999999999,395.0
1.4849999999999999,367.0
1.4869999999999999,388.0
1.4889999999999999,367.0
1.4909999999999999,344.0
1.4929999999999999,372.0
1.4949999999999999,375.0
1.4969999999999999,349.0
1.4989999999999999,357.0
1.501,367.0
1.503,355.0
1.505,342.0
1.507,367.0
1.509,358.0
1.511,368.0
1.513,374.0
1.515,345.0
1.517,349.0
1.519,365.0
1.521,347.0
1.523,318.0
1.525,363.0
1.527,338.0
1.529,342.0
1.531,349.0
1.533,361.0
1.535,379.0
1.537,344.0
1.539,346.0
1.541,361.0
1.543,372.0
1.545,357.0
1.547,335.0
1.549,312.0
1.551,390.0
1.553,355.0
1.555,359.0
1.557,335.0
1.559,393.0
1.561,309.0
1.563,369.0
1.565,308.0
1.567,363.0
1.569,307.0
1.571,347.0
1.573,333.0
1.575,334.0
1.577,329.0
1.579,374.0
1.581,327.0
1.583,363.0
1.585,347.0
1.587,354.0
1.589,340.0
1.591,340.0
1.593,307.0
1.595,389.0
1.597,371.0
1.599,349.0
1.601,362.0
1.603,354.0
1.605,344.0
1.607,341.0
1.609,341.0
1.611,368.0
1.613,333.0
1.615,389.0
1.617,376.0
1.619,369.0
1.621,347.0
1.623,363.0
1.625,317.0
1.627,313.0
1.629,368.0
1.631,352.0
1.633,333.0
1.635,351.0
1.637,338.0
1.639,346.0
1.641,330.0
1.643,338.0
1.645,318.0
1.647,316.0
