bin_center_ns,count
0.967,159.0
0.969,182.0
0.971,195.0
0.973,170.0
0.975,156.0
0.977,170.0
0.979,172.0
0.981,179.0
0.983,164.0
0.985,178.0
0.987,189.0
0.989,153.0
0.991,171.0
0.993,197.0
0.995,164.0
0.997,162.0
0.999,200.0
1.001,172.0
1.003,171.0
1.005,178.0
1.007,147.0
1.009,172.0
1.011,167.0
1.013,184.0
1.015,153.0
1.017,174.0
1.019,175.0
1.021,163.0
1.023,168.0
1.025,153.0
1.027,176.0
1.029,191.0
1.031,178.0
1.033,182.0
1.035,176.0
1.037,165.0
1.039,160.0
1.041,179.0
1.043,170.0
1.045,175.0
1.047,191.0
1.049,190.0
1.051,151.0
1.053,162.0
1.055,152.0
1.057,187.0
1.059,169.0
1.061,173.0
1.063,154.0
1.065,189.0
1.067,193.0
1.069,182.0
1.071,181.0
1.073,174.0
1.075,178.0
1.077,185.0
1.079,158.0
1.081,163.0
1.083,176.0
1.085,171.0
1.087,185.0
1.089,189.0
1.091,178.0
1.093,165.0
1.095,166.0
1.097,162.0
1.099,156.0
1.101,145.0
1.103,189.0
1.105,172.0
1.107,171.0
1.109,174.0
1.111,186.0
1.113,177.0
1.115,177.0
1.117,191.0
1.119,143.0
1.121,160.0
1.123,175.0
1.125,187.0
1.127,175.0
1.129,173.0
1.131,160.0
1.133,152.0
1.135,178.0
1.137,162.0
1.139,164.0
1.141,162.0
1.143,165.0
1.145,162.0
1.147,196.0
1.149,164.0
1.151,180.0
1.153,176.0
1.1549999999999998,158.0
1.1569999999999998,176.0
1.1589999999999998,157.0
1.1609999999999998,165.0
1.1629999999999998,181.0
1.1649999999999998,156.0
1.1669999999999998,203.0
1.1689999999999998,153.0
1.1709999999999998,176.0
1.1729999999999998,152.0
1.1749999999999998,156.0
1.1769999999999998,141.0
1.1789999999999998,170.0
1.1809999999999998,178.0
1.1829999999999998,155.0
1.1849999999999998,173.0
1.1869999999999998,159.0
1.1889999999999998,136.0
1.1909999999999998,163.0
1.1929999999999998,163.0
1.1949999999999998,201.0
1.1969999999999998,151.0
1.1989999999999998,179.0
1.2009999999999998,163.0
1.2029999999999998,166.0
1.2049999999999998,160.0
1.2069999999999999,173.0
1.2089999999999999,148.0
1.2109999999999999,143.0
1.2129999999999999,165.0
1.2149999999999999,180.0
1.2169999999999999,188.0
1.2189999999999999,154.0
1.2209999999999999,177.0
1.2229999999999999,164.0
1.2249999999999999,175.0
1.2269999999999999,150.0
1.2289999999999999,167.0
1.2309999999999999,160.0
1.2329999999999999,147.0
1.2349999999999999,159.0
1.2369999999999999,177.0
1.2389999999999999,157.0
1.2409999999999999,147.0
1.2429999999999999,184.0
1.2449999999999999,169.0
1.2469999999999999,171.0
1.2489999999999999,155.0
1.251,180.0
1.253,169.0
1.255,182.0
1.257,179.0
1.259,162.0
1.261,178.0
1.263,151.0
1.265,165.0
1.267,169.0
1.269,177.0
1.271,149.0
1.273,173.0
1.275,167.0
1.277,152.0
1.279,145.0
1.281,157.0
1.283,149.0
1.285,163.0
1.287,147.0
1.289,142.0
1.291,141.0
1.293,163.0
1.295,154.0
1.297,174.0
1.299,156.0
1.301,155.0
1.303,155.0
1.305,173.0
1.307,170.0
1.309,146.0
1.311,164.0
1.313,174.0
1.315,166.0
1.317,165.0
1.319,135.0
1.321,151.0
1.323,157.0
1.325,148.0
1.327,149.0
1.329,158.0
1.331,146.0
1.333,174.0
1.335,160.0
1.337,151.0
1.339,150.0
1.341,154.0
1.343,154.0
1.345,140.0
1.347,137.0
1.349,158.0
1.351,149.0
1.353,148.0
1.355,157.0
1.357,152.0
1.359,163.0
1.361,156.0
1.363,158.0
1.365,145.0
1.367,144.0
1.369,158.0
1.371,174.0
1.373,159.0
1.375,158.0
1.377,144.0
1.379,146.0
1.381,164.0
1.383,146.0
1.385,182.0
1.387,146.0
1.389,169.0
1.391,172.0
1.393,160.0
1.395,167.0
1.397,152.0
1.399,159.0
1.401,138.0
1.403,151.0
1.405,162.0
1.407,161.0
1.4089999999999998,173.0
1.4109999999999998,148.0
1.4129999999999998,168.0
1.4149999999999998,151.0
1.4169999999999998,150.0
1.4189999999999998,136.0
1.4209999999999998,149.0
1.4229999999999998,123.0
1.4249999999999998,133.0
1.4269999999999998,136.0
1.4289999999999998,173.0
1.4309999999999998,158.0
1.4329999999999998,153.0
1.4349999999999998,177.0
1.4369999999999998,158.0
1.4389999999999998,165.0
1.4409999999999998,159.0
1.4429999999999998,166.0
1.4449999999999998,173.0
1.4469999999999998,133.0
1.4489999999999998,163.0
1.4509999999999998,163.0
1.4529999999999998,166.0
1.4549999999999998,156.0
1.4569999999999999,158.0
1.4589999999999999,154.0
1.4609999999999999,156.0
1.4629999999999999,157.0
1.4649999999999999,149.0
1.4669999999999999,143.0
1.4689999999999999,147.0
1.4709999999999999,145.0
1.4729999999999999,158.0
1.4749999999999999,146.0
1.4769999999999999,145.0
1.4789999999999999,152.0
1.4809999999999999,119.0
1.4829999999999999,164.0
1.4849999999999999,143.0
1.4869999999999999,151.0
1.4889999999999999,149.0
1.4909999999999999,145.0
1.4929999999999999,141.0
1.4949999999999999,144.0
1.4969999999999999,156.0
1.4989999999999999,143.0
1.501,132.0
1.503,133.0
1.505,137.0
1.507,153.0
1.509,127.0
1.511,158.0
1.513,140.0
1.515,149.0
1.517,160.0
1.519,137.0
1.521,150.0
1.523,145.0
1.525,140.0
1.527,150.0
1.529,143.0
1.531,151.0
1.533,132.0
1.535,143.0
1.537,157.0
1.539,134.0
1.541,138.0
1.543,128.0
1.545,147.0
1.547,133.0
1.549,136.0
1.551,132.0
1.553,143.0
1.555,149.0
1.557,160.0
1.559,149.0
1.561,135.0
1.563,135.0
1.565,162.0
1.567,144.0
1.569,145.0
1.571,147.0
1.573,127.0
1.575,134.0
1.577,161.0
1.579,137.0
1.581,163.0
1.583,132.0
1.585,154.0
1.587,157.0
1.589,133.0
1.591,133.0
1.593,149.0
1.595,145.0
1.597,153.0
1.599,122.0
1.601,129.0
1.603,108.0
1.605,140.0
1.607,145.0
1.609,136.0
1.611,145.0
1.613,148.0
1.615,152.0
1.617,151.0
1.619,147.0
1.621,163.0
1.623,144.0
1.625,126.0
1.627,159.0
1.629,156.0
1.631,139.0
1.633,136.0
1.635,148.0
1.637,160.0
1.639,120.0
1.641,142.0
1.643,142.0
1.645,159.0
1.647,135.0
1.649,137.0
1.651,145.0
1.653,149.0
1.655,147.0
1.657,156.0
1.659,124.0
1.661,139.0
1.663,133.0
1.665,149.0
1.6669999999999998,129.0
1.6689999999999998,147.0
1.6709999999999998,146.0
1.6729999999999998,138.0
1.6749999999999998,129.0
1.6769999999999998,142.0
1.6789999999999998,144.0
1.6809999999999998,148.0
1.6829999999999998,130.0
1.6849999999999998,143.0
1.6869999999999998,148.0
1.6889999999999998,147.0
1.6909999999999998,150.0
1.6929999999999998,160.0
1.6949999999999998,140.0
1.6969999999999998,140.0
1.6989999999999998,141.0
1.7009999999999998,147.0
1.7029999999999998,120.0
1.7049999999999998,140.0
1.7069999999999999,153.0
1.7089999999999999,136.0
1.7109999999999999,142.0
1.7129999999999999,152.0
1.7149999999999999,123.0
1.7169999999999999,148.0
1.7189999999999999,138.0
1.7209999999999999,133.0
1.7229999999999999,145.0
1.7249999999999999,116.0
1.7269999999999999,165.0
1.7289999999999999,135.0
1.7309999999999999,160.0
1.7329999999999999,133.0
1.7349999999999999,125.0
1.7369999999999999,141.0
1.7389999999999999,146.0
1.7409999999999999,148.0
1.7429999999999999,127.0
1.7449999999999999,130.0
1.7469999999999999,132.0
1.7489999999999999,121.0
1.751,135.0
1.753,149.0
1.755,131.0
1.757,129.0
1.759,139.0
1.761,133.0
1.763,136.0
1.765,137.0
1.767,120.0
1.769,124.0
1.771,156.0
1.773,123.0
1.775,152.0
1.777,158.0
1.779,135.0
1.781,128.0
1.783,146.0
1.785,127.0
1.787,118.0
1.789,122.0
1.791,115.0
1.793,142.0
1.795,131.0
1.797,123.0
1.799,142.0
1.801,125.0
1.803,131.0
1.805,135.0
1.807,135.0
1.809,132.0
1.811,145.0
1.813,141.0
1.815,129.0
1.817,153.0
1.819,124.0
1.821,132.0
1.823,137.0
1.825,138.0
1.827,142.0
1.829,141.0
1.831,118.0
1.833,127.0
1.835,142.0
1.837,139.0
1.839,134.0
1.841,123.0
1.843,129.0
1.845,101.0
1.847,125.0
1.849,153.0
1.851,128.0
1.853,114.0
1.855,138.0
1.857,140.0
1.859,113.0
1.861,129.0
1.863,126.0
1.865,137.0
1.867,116.0
1.869,144.0
1.871,145.0
1.873,148.0
1.875,133.0
1.877,144.0
1.879,112.0
1.881,117.0
1.883,125.0
1.885,116.0
1.887,106.0
1.889,123.0
1.891,104.0
1.893,117.0
1.895,127.0
1.897,123.0
1.899,131.0
1.901,116.0
1.903,133.0
1.905,141.0
1.907,125.0
1.909,120.0
1.911,121.0
1.913,112.0
1.915,133.0
1.917,105.0
1.919,105.0
1.9209999999999998,121.0
1.9229999999999998,135.0
1.9249999999999998,111.0
1.9269999999999998,118.0
1.9289999999999998,112.0
1.9309999999999998,118.0
1.9329999999999998,116.0
1.9349999999999998,120.0
1.9369999999999998,120.0
1.9389999999999998,124.0
1.9409999999999998,133.0
1.9429999999999998,114.0
1.9449999999999998,138.0
1.9469999999999998,121.0
1.9489999999999998,92.0
1.9509999999999998,164.0
1.9529999999999998,127.0
1.9549999999999998,119.0
1.9569999999999999,124.0
1.9589999999999999,103.0
1.9609999999999999,110.0
1.9629999999999999,115.0
1.9649999999999999,135.0
1.9669999999999999,113.0
1.9689999999999999,135.0
1.9709999999999999,118.0
1.9729999999999999,132.0
1.9749999999999999,116.0
1.9769999999999999,114.0
1.9789999999999999,123.0
1.9809999999999999,110.0
1.9829999999999999,114.0
1.9849999999999999,121.0
1.9869999999999999,129.0
1.9889999999999999,118.0
1.9909999999999999,105.0
1.9929999999999999,123.0
1.9949999999999999,104.0
1.9969999999999999,121.0
1.9989999999999999,123.0
