bin_center_ns,count
0.001,15936.0
0.003,10469.0
0.005,7817.0
0.007,6682.0
0.009000000000000001,5596.0
0.011,2516.0
0.013000000000000001,4824.0
0.015,5135.0
0.017,3945.0
0.019000000000000003,3452.0
0.021,3166.0
0.023,3072.0
0.025,2685.0
0.027000000000000003,2707.0
0.029,2426.0
0.031,2097.0
0.033,1385.0
0.035,898.0
0.037000000000000005,1568.0
0.039,2096.0
0.041,1809.0
0.043000000000000003,1562.0
0.045,1630.0
0.047,1625.0
0.049,1550.0
0.051000000000000004,1468.0
0.053000000000000005,1561.0
0.055,1557.0
0.057,1498.0
0.059000000000000004,1457.0
0.061,1199.0
0.063,857.0
0.065,906.0
0.067,2042.0
0.069,1490.0
0.07100000000000001,1347.0
0.07300000000000001,1297.0
0.075,1437.0
0.077,1371.0
0.079,1313.0
0.081,1350.0
0.083,1370.0
0.085,1330.0
0.08700000000000001,1386.0
0.089,1330.0
0.091,1294.0
0.093,1115.0
0.095,1119.0
0.097,1363.0
0.099,1729.0
0.101,1338.0
0.10300000000000001,1417.0
0.10500000000000001,1378.0
0.107,1472.0
0.109,1356.0
0.111,1413.0
0.113,1487.0
0.115,1464.0
0.117,1533.0
0.11900000000000001,1508.0
0.121,1543.0
0.123,1348.0
0.125,1338.0
0.127,1535.0
0.129,1720.0
0.131,1604.0
0.133,1558.0
0.135,1581.0
0.137,1624.0
0.139,1712.0
0.14100000000000001,1657.0
0.14300000000000002,1628.0
0.14500000000000002,1701.0
0.147,1726.0
0.149,1729.0
0.151,1770.0
0.153,1780.0
0.155,1693.0
0.157,1654.0
0.159,1765.0
0.161,2061.0
0.163,1834.0
0.165,1856.0
0.167,1870.0
0.169,1901.0
0.171,2045.0
0.17300000000000001,1990.0
0.17500000000000002,1955.0
0.177,1952.0
0.179,1994.0
0.181,2001.0
0.183,2024.0
0.185,2060.0
0.187,2070.0
0.189,1937.0
0.191,2096.0
0.193,2182.0
0.195,2077.0
0.197,2155.0
0.199,2161.0
0.201,2229.0
0.203,2152.0
0.20500000000000002,2224.0
0.20700000000000002,2262.0
0.20900000000000002,2173.0
0.211,2255.0
0.213,2287.0
0.215,2211.0
0.217,2303.0
0.219,2159.0
0.221,2329.0
0.223,2333.0
0.225,2399.0
0.227,2340.0
0.229,2394.0
0.231,2358.0
0.233,2494.0
0.23500000000000001,2449.0
0.23700000000000002,2478.0
0.23900000000000002,2503.0
0.241,2503.0
0.243,2558.0
0.245,2528.0
0.247,2679.0
0.249,2531.0
0.251,2588.0
0.253,2572.0
0.255,2691.0
0.257,2748.0
0.259,2736.0
0.261,2701.0
0.263,2723.0
0.265,2691.0
0.267,2827.0
0.269,2695.0
0.271,2807.0
0.273,2755.0
0.275,2769.0
0.277,2874.0
0.279,2860.0
0.281,2750.0
0.28300000000000003,2842.0
0.28500000000000003,2807.0
0.28700000000000003,2918.0
0.28900000000000003,2758.0
0.291,2899.0
0.293,2866.0
0.295,2822.0
0.297,2987.0
0.299,3013.0
0.301,2935.0
0.303,2953.0
0.305,3028.0
0.307,3076.0
0.309,2982.0
0.311,3059.0
0.313,3048.0
0.315,2952.0
0.317,2924.0
0.319,3049.0
0.321,3088.0
0.323,3021.0
0.325,3200.0
0.327,3123.0
0.329,3138.0
0.331,3084.0
0.333,3114.0
0.335,3141.0
0.337,3283.0
0.339,3059.0
0.341,3211.0
0.343,3305.0
0.34500000000000003,3235.0
0.34700000000000003,3180.0
0.34900000000000003,3259.0
0.35100000000000003,3260.0
0.353,3234.0
0.355,3271.0
0.357,3313.0
0.359,3247.0
0.361,3280.0
0.363,3253.0
0.365,3257.0
0.367,3377.0
0.369,3377.0
0.371,3345.0
0.373,3317.0
0.375,3453.0
0.377,3483.0
0.379,3393.0
0.381,3352.0
0.383,3440.0
0.385,3489.0
0.387,3353.0
0.389,3453.0
0.391,3367.0
0.393,3466.0
0.395,3417.0
0.397,3459.0
0.399,3492.0
0.401,3542.0
0.403,3454.0
0.405,3433.0
0.40700000000000003,3518.0
0.40900000000000003,3536.0
0.41100000000000003,3587.0
0.41300000000000003,3501.0
0.41500000000000004,3607.0
0.41700000000000004,3513.0
0.419,3601.0
0.421,3496.0
0.423,3548.0
0.425,3635.0
0.427,3551.0
0.429,3681.0
0.431,3641.0
0.433,3622.0
0.435,3669.0
0.437,3674.0
0.439,3814.0
0.441,3777.0
0.443,3637.0
0.445,3790.0
0.447,3777.0
0.449,3809.0
0.451,3724.0
0.453,3723.0
0.455,3661.0
0.457,3660.0
0.459,3705.0
0.461,3803.0
0.463,3782.0
0.465,3740.0
0.467,3801.0
0.46900000000000003,3842.0
0.47100000000000003,3767.0
0.47300000000000003,3801.0
0.47500000000000003,3830.0
0.47700000000000004,3869.0
0.47900000000000004,3797.0
0.481,3822.0
0.483,3777.0
0.485,3687.0
0.487,3895.0
0.489,3842.0
0.491,3860.0
0.493,3849.0
0.495,3987.0
0.497,3814.0
0.499,3977.0
0.501,3821.0
0.503,3895.0
0.505,3891.0
0.507,3935.0
0.509,3955.0
0.511,3927.0
0.513,3855.0
0.515,3853.0
0.517,4021.0
0.519,3883.0
0.521,3992.0
0.523,3951.0
0.525,4011.0
0.527,3977.0
0.529,3944.0
0.531,3971.0
0.533,3936.0
0.535,3984.0
0.537,3890.0
0.539,3972.0
0.541,3952.0
0.543,3962.0
0.545,3987.0
0.547,4038.0
0.549,4064.0
0.551,3946.0
0.553,4079.0
0.555,4071.0
0.557,4050.0
0.559,4076.0
0.561,4165.0
0.5630000000000001,4113.0
0.5650000000000001,4046.0
0.5670000000000001,4150.0
0.5690000000000001,4101.0
0.5710000000000001,4082.0
0.5730000000000001,4058.0
0.5750000000000001,4126.0
0.5770000000000001,4054.0
0.579,4110.0
0.581,4171.0
0.583,4076.0
0.585,4118.0
0.587,3995.0
0.589,4047.0
0.591,4065.0
0.593,4110.0
0.595,4003.0
0.597,4057.0
0.599,4195.0
0.601,3885.0
0.603,4064.0
0.605,3993.0
0.607,4114.0
0.609,4239.0
0.611,4233.0
0.613,4230.0
0.615,4171.0
0.617,4258.0
0.619,4093.0
0.621,4083.0
0.623,4142.0
0.625,4177.0
0.627,4052.0
0.629,4169.0
0.631,4130.0
0.633,4128.0
0.635,4051.0
0.637,4236.0
0.639,4124.0
0.641,4173.0
0.643,4207.0
0.645,4164.0
0.647,4175.0
0.649,4098.0
0.651,4245.0
0.653,4168.0
0.655,4294.0
0.657,4247.0
0.659,4257.0
0.661,4177.0
0.663,4152.0
0.665,4203.0
0.667,4290.0
0.669,4121.0
0.671,4071.0
0.673,4165.0
0.675,4178.0
0.677,4257.0
0.679,4218.0
0.681,4295.0
0.683,4255.0
0.685,4233.0
0.687,4275.0
0.6890000000000001,4175.0
0.6910000000000001,4150.0
0.6930000000000001,4293.0
0.6950000000000001,4162.0
0.6970000000000001,4166.0
0.6990000000000001,4151.0
0.7010000000000001,4209.0
0.7030000000000001,4231.0
0.705,4258.0
0.707,4333.0
0.709,4260.0
0.711,4166.0
0.713,4278.0
0.715,4123.0
0.717,4259.0
0.719,4284.0
0.721,4340.0
0.723,4104.0
0.725,4293.0
0.727,4280.0
0.729,4224.0
0.731,4377.0
0.733,4340.0
0.735,4312.0
0.737,4068.0
0.739,4083.0
0.741,4333.0
0.743,4337.0
0.745,4186.0
0.747,4337.0
0.749,4212.0
0.751,4204.0
0.753,4255.0
0.755,4320.0
0.757,4233.0
0.759,4236.0
0.761,4242.0
0.763,4351.0
0.765,4188.0
0.767,4309.0
0.769,4256.0
0.771,4372.0
0.773,4325.0
0.775,4236.0
0.777,4200.0
0.779,4308.0
0.781,4253.0
0.783,4138.0
0.785,4269.0
0.787,4343.0
0.789,4290.0
0.791,4154.0
0.793,4230.0
0.795,4276.0
0.797,4287.0
0.799,4290.0
0.801,4403.0
0.803,4267.0
0.805,4309.0
0.807,4212.0
0.809,4295.0
0.811,4182.0
0.8130000000000001,4236.0
0.8150000000000001,4295.0
0.8170000000000001,4239.0
0.8190000000000001,4225.0
0.8210000000000001,4305.0
0.8230000000000001,4079.0
0.8250000000000001,4223.0
0.8270000000000001,4173.0
0.8290000000000001,4275.0
0.8310000000000001,4442.0
0.8330000000000001,4228.0
0.835,4209.0
0.837,4203.0
0.839,4232.0
0.841,4340.0
0.843,4310.0
0.845,4309.0
0.847,4164.0
0.849,4261.0
0.851,4158.0
0.853,4326.0
0.855,4275.0
0.857,4291.0
0.859,4113.0
0.861,4284.0
0.863,4285.0
0.865,4328.0
0.867,4367.0
0.869,4206.0
0.871,4192.0
0.873,4313.0
0.875,4132.0
0.877,4167.0
0.879,4282.0
0.881,4279.0
0.883,4177.0
0.885,4212.0
0.887,4260.0
0.889,4241.0
0.891,4276.0
0.893,4252.0
0.895,4267.0
0.897,4286.0
0.899,4238.0
0.901,4175.0
0.903,4248.0
0.905,4218.0
0.907,4099.0
0.909,4090.0
0.911,4103.0
0.913,4283.0
0.915,4108.0
0.917,4214.0
0.919,4225.0
0.921,4241.0
0.923,4204.0
0.925,4121.0
0.927,4190.0
0.929,4150.0
0.931,4126.0
0.933,4267.0
0.935,4114.0
0.937,4156.0
0.9390000000000001,4205.0
0.9410000000000001,4218.0
0.9430000000000001,4252.0
0.9450000000000001,3996.0
0.9470000000000001,4120.0
0.9490000000000001,4073.0
0.9510000000000001,4052.0
0.9530000000000001,4082.0
0.9550000000000001,4224.0
0.9570000000000001,4044.0
0.9590000000000001,4114.0
0.961,4175.0
0.963,4169.0
0.965,4174.0
0.967,4126.0
0.969,4136.0
0.971,4115.0
0.973,4184.0
0.975,4089.0
0.977,4120.0
0.979,4040.0
0.981,4175.0
0.983,4203.0
0.985,4132.0
0.987,4002.0
0.989,4059.0
0.991,4149.0
0.993,4080.0
